ID,Location,Mode_of_delivery,Calls_to_customer_care,Rating_of_customer,Cost_of_food,Prior_purchases,Gender_of_customer,Discount_offered,Weight_of_food_in_gms,Reached_on_time
6750,Hitech City,Bike,5,,259.5,3.0,M,5,5395,0
10111,Gachibowli,Bike,5,4.0,294.0,2.0,M,2,5515,0
2158,Khairtabad,Bike,3,5.0,312.0,3.0,F,41,3977,1
8025,Secunderabad,Bike,7,3.0,444.0,4.0,M,8,1826,1
8259,Secunderabad,Bike,4,,394.5,5.0,F,10,1762,0
5060,Hitech City,Car,4,,214.5,3.0,F,2,4693,0
2211,Secunderabad,Bike,5,1.0,205.5,2.0,M,52,1012,1
2973,Secunderabad,Bike,3,4.0,342.0,2.0,M,46,3306,1
791,Masab Tank,Bike,4,3.0,300.0,2.0,M,65,3485,1
6737,Masab Tank,Bike,5,2.0,321.0,2.0,F,10,5192,0
8236,Khairtabad,Auto,4,,316.5,8.0,F,6,5583,0
3815,Masab Tank,Car,3,,346.5,2.0,F,6,4452,0
8276,Hitech City,Bike,5,,393.0,3.0,F,6,4428,0
10559,Masab Tank,Auto,3,5.0,321.0,2.0,F,4,4077,1
7110,Hitech City,Car,6,5.0,370.5,4.0,M,7,1461,1
2196,Hitech City,Auto,3,,253.5,3.0,M,13,1934,1
198,Hitech City,Bike,2,3.0,204.0,3.0,F,19,1568,1
10404,Hitech City,Car,4,4.0,396.0,6.0,F,6,1748,1
2142,Hitech City,Bike,3,3.0,391.5,3.0,M,14,3479,1
1326,Hitech City,Bike,4,,429.0,5.0,M,37,2938,1
9371,Masab Tank,Bike,4,3.0,393.0,3.0,F,3,4176,0
4589,Masab Tank,Bike,3,4.0,249.0,3.0,F,8,4369,1
4780,Khairtabad,Car,4,5.0,282.0,2.0,F,4,4433,0
4293,Secunderabad,Bike,3,2.0,199.5,3.0,M,1,5026,1
796,Khairtabad,Car,4,1.0,237.0,3.0,F,32,1061,1
6705,Secunderabad,Car,5,,345.0,3.0,M,4,4914,1
5196,Hitech City,Car,3,4.0,426.0,10.0,M,8,4562,1
2151,Secunderabad,Bike,4,,321.0,2.0,M,57,2078,1
1135,Gachibowli,Bike,4,1.0,265.5,4.0,F,13,1569,1
5670,Hitech City,Bike,3,5.0,223.5,3.0,F,7,4357,0
9475,Gachibowli,Bike,3,1.0,331.5,,M,10,5696,1
1347,Secunderabad,Car,4,4.0,217.5,3.0,F,43,1651,1
9692,Hitech City,Bike,6,5.0,412.5,4.0,M,2,1700,1
10155,Secunderabad,Auto,4,4.0,355.5,5.0,F,6,4586,0
3303,Secunderabad,Auto,3,4.0,255.0,2.0,F,2,5664,0
7994,Hitech City,Bike,4,2.0,381.0,,F,6,5121,0
3763,Gachibowli,Bike,6,4.0,355.5,5.0,F,2,5437,1
2625,Secunderabad,Bike,5,4.0,280.5,,F,53,3172,1
3110,Hitech City,Bike,4,2.0,397.5,4.0,F,40,2637,1
6491,Masab Tank,Bike,6,,418.5,4.0,F,10,1990,1
6148,Khairtabad,Car,2,1.0,277.5,6.0,F,7,4138,1
5162,Hitech City,Bike,4,3.0,195.0,3.0,F,3,4317,0
65,Masab Tank,Bike,4,5.0,391.5,2.0,M,49,3045,1
6245,Masab Tank,Bike,4,2.0,301.5,8.0,F,9,5146,0
8877,Secunderabad,Bike,6,3.0,421.5,4.0,F,8,1884,0
7312,Khairtabad,Bike,3,2.0,288.0,3.0,M,1,4308,1
679,Gachibowli,Car,3,3.0,175.5,3.0,M,56,1618,1
1222,Khairtabad,Car,4,,397.5,3.0,F,41,3101,1
10664,Hitech City,Car,5,4.0,393.0,6.0,M,3,1700,0
6854,Hitech City,Auto,4,3.0,273.0,,F,3,5624,0
6711,Secunderabad,Auto,4,3.0,357.0,2.0,F,2,5328,0
4512,Hitech City,Car,5,,297.0,3.0,F,8,4680,0
4940,Hitech City,Auto,3,4.0,352.5,3.0,M,4,5498,0
8931,Secunderabad,Bike,6,3.0,409.5,5.0,M,8,1746,1
4985,Masab Tank,Bike,4,2.0,294.0,3.0,M,1,5172,1
10626,Hitech City,Bike,3,2.0,342.0,2.0,M,2,5640,0
4132,Khairtabad,Bike,2,1.0,406.5,6.0,F,2,4237,1
5466,Hitech City,Car,6,,456.0,4.0,M,6,1890,1
5992,Khairtabad,Bike,2,1.0,361.5,3.0,F,5,5697,1
4359,Secunderabad,Car,3,,301.5,,F,9,5721,1
1670,Hitech City,Bike,5,,246.0,,M,52,1644,1
4485,Secunderabad,Bike,4,5.0,256.5,4.0,F,4,5265,0
119,Masab Tank,Car,2,5.0,394.5,,F,5,2947,1
3767,Masab Tank,Bike,5,2.0,234.0,4.0,M,8,5014,0
7770,Hitech City,Bike,7,,465.0,4.0,M,6,1003,1
4104,Hitech City,Car,4,3.0,208.5,3.0,F,1,4986,0
9537,Secunderabad,Bike,3,2.0,333.0,4.0,M,10,5720,0
5605,Gachibowli,Car,3,5.0,379.5,2.0,M,7,5846,0
10627,Gachibowli,Bike,5,4.0,270.0,2.0,F,9,5208,0
8381,Masab Tank,Bike,5,2.0,369.0,3.0,F,9,5795,0
4488,Hitech City,Bike,6,4.0,315.0,5.0,M,2,4651,0
2356,Khairtabad,Bike,4,,342.0,4.0,M,61,3583,1
6665,Masab Tank,Bike,3,4.0,298.5,3.0,M,7,5089,0
2558,Hitech City,Bike,2,,334.5,3.0,M,35,3437,1
3570,Hitech City,Auto,3,4.0,177.0,4.0,M,6,5964,0
4763,Masab Tank,Bike,4,1.0,223.5,3.0,F,8,1136,0
6803,Masab Tank,Bike,4,,259.5,3.0,F,3,5364,0
2513,Masab Tank,Bike,3,5.0,267.0,,F,39,1498,1
3764,Hitech City,Bike,4,,273.0,3.0,F,8,5453,1
6056,Hitech City,Bike,2,3.0,277.5,,F,7,4246,0
7586,Hitech City,Bike,5,,390.0,,M,8,4586,1
4630,Khairtabad,Bike,5,5.0,250.5,2.0,M,2,5908,0
4876,Khairtabad,Bike,4,5.0,351.0,3.0,F,3,5142,1
2347,Gachibowli,Bike,3,,409.5,3.0,F,12,2154,1
4270,Khairtabad,Bike,4,2.0,373.5,4.0,M,4,5418,1
7712,Hitech City,Bike,7,5.0,400.5,4.0,F,10,1067,0
1131,Secunderabad,Bike,5,1.0,345.0,6.0,F,60,2067,1
4893,Secunderabad,Bike,5,1.0,369.0,3.0,F,3,5013,0
4804,Khairtabad,Auto,6,3.0,370.5,4.0,F,4,1476,1
10427,Masab Tank,Auto,5,4.0,325.5,2.0,M,2,5469,1
2009,Masab Tank,Bike,3,2.0,201.0,3.0,F,54,1932,1
416,Hitech City,Auto,3,,172.5,3.0,F,27,1814,1
8325,Secunderabad,Bike,5,4.0,339.0,5.0,F,4,1518,0
3292,Khairtabad,Auto,5,1.0,405.0,2.0,M,10,5360,0
6048,Hitech City,Bike,6,,442.5,5.0,M,4,1392,0
814,Khairtabad,Car,3,2.0,210.0,2.0,F,7,1401,1
6586,Khairtabad,Auto,7,2.0,412.5,4.0,F,6,1513,0
6802,Khairtabad,Bike,3,1.0,270.0,,M,10,5536,0
9721,Gachibowli,Car,4,2.0,220.5,,M,3,4152,1
1425,Secunderabad,Bike,4,,379.5,7.0,F,11,3825,1
2279,Masab Tank,Bike,3,1.0,402.0,3.0,F,47,2479,1
4138,Khairtabad,Bike,2,,364.5,,M,5,4750,1
8800,Khairtabad,Bike,2,4.0,372.0,3.0,F,7,4142,0
4934,Hitech City,Auto,5,4.0,300.0,,F,8,5206,1
10270,Khairtabad,Car,4,1.0,291.0,2.0,F,3,5503,0
4086,Hitech City,Car,3,5.0,273.0,4.0,M,6,1272,1
1039,Gachibowli,Bike,4,3.0,145.5,2.0,M,26,1598,1
9452,Hitech City,Auto,5,3.0,342.0,5.0,M,9,1924,0
5138,Hitech City,Bike,3,5.0,270.0,2.0,M,1,5940,1
10910,Hitech City,Bike,4,,343.5,4.0,M,8,5385,0
10456,Khairtabad,Bike,5,1.0,394.5,6.0,F,3,1665,1
2143,Gachibowli,Bike,3,5.0,298.5,3.0,F,62,3259,1
388,Khairtabad,Car,5,,259.5,3.0,F,7,1855,1
5953,Gachibowli,Bike,3,2.0,306.0,10.0,F,10,4534,0
3903,Secunderabad,Bike,5,3.0,346.5,3.0,F,2,4735,0
8398,Khairtabad,Bike,3,1.0,250.5,3.0,M,10,4341,1
4227,Secunderabad,Car,4,,249.0,2.0,F,6,5737,0
4036,Khairtabad,Bike,3,,225.0,,M,6,4170,1
6632,Hitech City,Bike,3,4.0,372.0,3.0,F,6,4932,0
1527,Secunderabad,Bike,3,,345.0,,M,28,3646,1
9181,Gachibowli,Auto,7,3.0,453.0,4.0,F,7,1915,0
2939,Masab Tank,Bike,4,,234.0,5.0,F,55,1619,1
5037,Secunderabad,Bike,6,,406.5,4.0,F,1,1733,0
1943,Masab Tank,Bike,4,,291.0,4.0,F,26,3818,1
405,Secunderabad,Car,5,3.0,319.5,4.0,F,50,2003,1
9419,Masab Tank,Bike,5,,357.0,,M,6,1850,1
7776,Hitech City,Bike,4,5.0,358.5,3.0,M,1,5482,1
978,Hitech City,Bike,4,,334.5,,F,63,2427,1
4417,Gachibowli,Bike,3,5.0,238.5,3.0,M,9,4555,0
3055,Gachibowli,Bike,4,3.0,349.5,3.0,M,26,2624,1
5429,Masab Tank,Bike,5,2.0,181.5,,F,10,4790,0
10119,Secunderabad,Car,4,,244.5,3.0,F,2,4887,0
4024,Khairtabad,Bike,3,,262.5,,M,6,5503,0
2268,Hitech City,Bike,5,4.0,421.5,4.0,F,40,3381,1
10809,Secunderabad,Car,2,4.0,232.5,,M,9,1740,1
157,Gachibowli,Bike,6,3.0,412.5,5.0,M,41,2491,1
3587,Masab Tank,Bike,4,2.0,315.0,2.0,F,3,5876,1
4560,Hitech City,Bike,6,,366.0,4.0,F,4,1245,1
376,Khairtabad,Bike,3,5.0,393.0,2.0,F,53,3275,1
9325,Gachibowli,Auto,6,,286.5,5.0,M,8,5156,1
5527,Gachibowli,Bike,6,5.0,378.0,4.0,F,9,1460,0
1746,Hitech City,Bike,4,5.0,220.5,2.0,M,17,1057,1
5059,Gachibowli,Car,4,4.0,324.0,2.0,F,4,5984,0
2368,Khairtabad,Bike,4,5.0,277.5,2.0,F,47,3974,1
3137,Masab Tank,Car,3,,328.5,3.0,M,4,5956,0
1708,Khairtabad,Bike,3,,381.0,3.0,F,35,2965,1
2308,Khairtabad,Car,4,1.0,396.0,3.0,M,13,3015,1
5885,Masab Tank,Car,3,3.0,253.5,3.0,M,10,5147,0
9640,Khairtabad,Bike,5,4.0,286.5,3.0,F,7,4435,1
927,Secunderabad,Bike,3,1.0,315.0,2.0,F,52,2444,1
3375,Secunderabad,Bike,4,,235.5,2.0,M,3,5801,0
5719,Gachibowli,Bike,4,,354.0,3.0,M,4,4257,1
5822,Hitech City,Bike,4,,414.0,,F,3,4306,1
8794,Khairtabad,Bike,3,,402.0,2.0,F,10,5895,0
4288,Khairtabad,Bike,2,3.0,220.5,3.0,F,5,5013,0
9952,Khairtabad,Bike,6,4.0,432.0,4.0,F,9,1575,0
5430,Hitech City,Bike,3,,234.0,3.0,M,6,5255,1
408,Hitech City,Auto,4,,289.5,,M,65,2267,1
3653,Masab Tank,Bike,5,4.0,277.5,3.0,F,1,4925,0
8008,Khairtabad,Bike,7,1.0,462.0,4.0,M,7,1841,1
5187,Secunderabad,Car,4,,351.0,3.0,M,3,5438,0
3315,Secunderabad,Bike,6,4.0,252.0,2.0,M,6,5686,0
7731,Secunderabad,Bike,4,5.0,370.5,5.0,M,9,1499,0
3958,Khairtabad,Car,3,,375.0,3.0,F,5,4625,0
7789,Gachibowli,Car,6,1.0,282.0,5.0,M,4,4887,0
3887,Masab Tank,Bike,5,,345.0,3.0,M,1,4727,0
6458,Hitech City,Bike,2,3.0,399.0,2.0,M,1,5356,0
3906,Hitech City,Bike,5,,211.5,4.0,F,5,5444,1
9786,Hitech City,Bike,5,,274.5,3.0,F,8,4531,0
262,Khairtabad,Car,2,3.0,226.5,3.0,F,23,1930,1
668,Hitech City,Car,3,1.0,355.5,4.0,M,33,2782,1
3579,Secunderabad,Auto,3,2.0,253.5,2.0,F,10,4038,1
742,Khairtabad,Bike,7,4.0,288.0,3.0,F,33,1694,1
5868,Hitech City,Car,3,1.0,313.5,2.0,M,6,5701,1
10881,Secunderabad,Bike,3,4.0,222.0,3.0,M,1,4387,0
4149,Secunderabad,Bike,2,3.0,211.5,4.0,M,8,4702,0
4733,Masab Tank,Bike,5,5.0,375.0,,M,10,5475,1
10633,Gachibowli,Bike,2,3.0,409.5,4.0,M,3,5079,0
9781,Gachibowli,Bike,5,3.0,334.5,3.0,F,2,4671,1
383,Masab Tank,Bike,5,4.0,322.5,2.0,F,45,3501,1
10841,Masab Tank,Bike,3,1.0,208.5,2.0,M,2,4534,0
8296,Khairtabad,Bike,3,3.0,261.0,2.0,F,1,5556,0
10384,Khairtabad,Bike,3,4.0,385.5,,M,10,4670,1
7338,Hitech City,Bike,3,1.0,310.5,4.0,M,9,4252,0
9518,Hitech City,Bike,4,1.0,312.0,3.0,F,8,4890,1
8213,Masab Tank,Car,3,4.0,279.0,4.0,F,6,5540,0
413,Masab Tank,Auto,4,3.0,213.0,4.0,M,12,1396,1
1423,Gachibowli,Bike,4,,279.0,3.0,F,25,3851,1
1548,Hitech City,Bike,5,5.0,244.5,3.0,M,54,1536,1
6824,Hitech City,Car,2,1.0,246.0,5.0,M,4,1708,0
4175,Masab Tank,Bike,6,,322.5,,F,5,4362,0
6448,Khairtabad,Auto,3,3.0,255.0,4.0,M,3,4049,0
2140,Khairtabad,Bike,6,,408.0,3.0,F,39,2518,1
8577,Secunderabad,Bike,4,1.0,336.0,2.0,F,6,4454,1
6855,Secunderabad,Auto,3,5.0,288.0,3.0,F,7,4056,1
8996,Hitech City,Bike,5,3.0,348.0,3.0,M,3,4526,0
5857,Gachibowli,Bike,3,4.0,304.5,2.0,M,9,5735,0
7830,Hitech City,Bike,5,3.0,306.0,3.0,M,10,5610,1
5993,Masab Tank,Bike,4,4.0,280.5,3.0,F,8,4893,0
795,Secunderabad,Bike,4,,382.5,4.0,M,14,3099,1
10156,Khairtabad,Bike,4,4.0,255.0,3.0,M,4,4062,0
9646,Khairtabad,Bike,5,4.0,264.0,,M,9,4605,0
1844,Hitech City,Bike,3,1.0,400.5,3.0,F,57,3257,1
1143,Secunderabad,Bike,6,,403.5,2.0,M,43,2300,1
504,Hitech City,Bike,3,2.0,261.0,3.0,M,30,1986,1
5387,Masab Tank,Bike,4,4.0,328.5,2.0,M,7,4604,0
5456,Hitech City,Car,3,5.0,384.0,2.0,F,9,5750,0
2754,Hitech City,Auto,3,5.0,367.5,4.0,M,4,2769,1
3786,Hitech City,Bike,5,5.0,276.0,3.0,F,5,5045,0
8033,Masab Tank,Bike,5,2.0,394.5,4.0,M,3,1740,1
7322,Hitech City,Bike,6,2.0,339.0,4.0,F,7,5600,0
723,Secunderabad,Bike,5,,225.0,2.0,M,2,1682,1
2438,Hitech City,Bike,4,5.0,309.0,3.0,F,65,2598,1
4631,Masab Tank,Bike,5,2.0,345.0,,M,9,4483,0
9279,Secunderabad,Bike,5,,331.5,2.0,M,10,4255,1
9824,Hitech City,Bike,5,5.0,358.5,3.0,M,5,4122,0
1559,Masab Tank,Bike,2,5.0,265.5,6.0,F,41,1772,1
9188,Hitech City,Auto,5,5.0,409.5,,M,4,1597,1
9138,Hitech City,Bike,3,5.0,328.5,6.0,M,1,1394,0
2493,Secunderabad,Bike,5,1.0,333.0,4.0,M,63,3506,1
6575,Masab Tank,Auto,6,1.0,391.5,4.0,F,6,1703,1
1342,Khairtabad,Bike,5,3.0,301.5,,M,4,3757,1
2205,Secunderabad,Auto,4,3.0,382.5,5.0,M,18,3644,1
7724,Hitech City,Bike,6,,439.5,4.0,F,10,1534,1
114,Hitech City,Car,3,2.0,394.5,,M,41,2817,1
10953,Secunderabad,Car,5,,390.0,5.0,F,3,1705,0
451,Gachibowli,Bike,4,4.0,366.0,3.0,F,55,2782,1
1880,Hitech City,Bike,3,1.0,214.5,2.0,F,63,1246,1
519,Secunderabad,Bike,4,5.0,207.0,3.0,M,23,1785,1
5942,Hitech City,Bike,4,2.0,366.0,3.0,M,1,5559,1
1376,Hitech City,Auto,4,2.0,277.5,3.0,M,27,3410,1
9831,Secunderabad,Bike,4,3.0,319.5,4.0,M,8,4220,0
6318,Hitech City,Auto,5,3.0,357.0,5.0,M,2,1150,1
6653,Masab Tank,Bike,3,4.0,352.5,,F,10,4575,0
3384,Hitech City,Bike,3,3.0,225.0,3.0,M,4,5536,0
4812,Hitech City,Auto,6,5.0,367.5,4.0,F,8,1403,0
729,Secunderabad,Bike,5,,223.5,4.0,M,48,1068,1
7774,Khairtabad,Bike,6,1.0,321.0,2.0,M,5,4708,0
10991,Masab Tank,Bike,5,4.0,328.5,,M,3,1098,0
5914,Khairtabad,Bike,3,,426.0,2.0,M,10,5619,0
5711,Masab Tank,Bike,4,,201.0,3.0,M,7,4933,1
3270,Hitech City,Car,2,2.0,240.0,3.0,F,9,4613,0
8664,Hitech City,Bike,4,1.0,247.5,5.0,F,1,4170,1
1187,Masab Tank,Bike,4,4.0,202.5,10.0,F,57,1361,1
8408,Hitech City,Bike,6,,250.5,,M,10,4013,1
10440,Hitech City,Bike,2,,352.5,,F,10,5775,1
423,Secunderabad,Auto,3,2.0,211.5,,M,7,1933,1
4171,Gachibowli,Bike,4,3.0,255.0,3.0,F,2,5330,1
5418,Hitech City,Bike,4,,225.0,3.0,M,6,5787,1
2464,Khairtabad,Auto,5,5.0,324.0,,M,54,2075,1
4454,Hitech City,Bike,4,4.0,159.0,2.0,F,10,5173,1
4188,Hitech City,Bike,4,,309.0,,F,10,4262,0
4890,Hitech City,Bike,5,,348.0,,F,2,4545,1
1947,Secunderabad,Bike,5,1.0,273.0,3.0,M,8,3580,1
6504,Hitech City,Bike,5,2.0,366.0,5.0,M,10,1699,0
3674,Hitech City,Car,4,1.0,229.5,,M,9,4359,0
1392,Hitech City,Bike,4,4.0,225.0,3.0,M,9,1620,1
3836,Hitech City,Auto,3,5.0,330.0,4.0,M,2,4313,0
3318,Hitech City,Bike,5,3.0,211.5,3.0,M,9,4857,0
2687,Masab Tank,Bike,4,2.0,409.5,2.0,F,31,2229,1
6076,Khairtabad,Bike,3,,345.0,3.0,M,3,4957,0
10727,Masab Tank,Bike,5,1.0,328.5,5.0,M,8,1419,1
6514,Khairtabad,Bike,4,,360.0,5.0,M,7,1711,1
4871,Masab Tank,Bike,3,,306.0,2.0,M,6,5612,0
1439,Masab Tank,Bike,3,,240.0,4.0,F,56,1408,1
170,Hitech City,Bike,4,,241.5,3.0,F,28,1809,1
9929,Masab Tank,Bike,6,1.0,433.5,,M,7,1223,0
5798,Hitech City,Bike,3,1.0,274.5,3.0,M,7,5849,1
5479,Gachibowli,Auto,3,4.0,337.5,2.0,M,5,5997,0
8653,Gachibowli,Bike,4,,352.5,5.0,M,8,1021,0
8064,Hitech City,Car,3,2.0,352.5,,F,10,4172,0
427,Gachibowli,Auto,3,4.0,250.5,3.0,M,52,1755,1
10257,Secunderabad,Car,2,2.0,244.5,3.0,M,5,5887,0
10349,Masab Tank,Bike,5,4.0,280.5,4.0,F,1,4147,0
8321,Masab Tank,Bike,6,5.0,448.5,4.0,F,1,1629,1
4100,Hitech City,Car,3,1.0,280.5,3.0,F,1,5541,0
3078,Hitech City,Bike,4,1.0,331.5,5.0,M,22,3075,1
1744,Khairtabad,Bike,6,,214.5,,M,17,1955,1
4103,Masab Tank,Car,4,4.0,255.0,5.0,M,5,4823,1
4573,Gachibowli,Bike,3,2.0,273.0,2.0,M,10,4391,1
7553,Masab Tank,Bike,4,2.0,330.0,2.0,F,6,5543,0
7145,Masab Tank,Bike,6,5.0,417.0,4.0,F,6,1761,0
7091,Masab Tank,Bike,2,5.0,396.0,,F,3,4320,1
9131,Masab Tank,Bike,7,5.0,462.0,4.0,M,6,1165,0
2152,Khairtabad,Bike,5,1.0,232.5,2.0,F,40,1024,1
8773,Gachibowli,Auto,3,3.0,294.0,4.0,F,9,5631,1
276,Hitech City,Auto,5,5.0,172.5,5.0,F,26,1692,1
10411,Gachibowli,Auto,4,3.0,349.5,5.0,M,2,1079,0
488,Hitech City,Bike,4,1.0,208.5,3.0,F,56,1811,1
7435,Gachibowli,Bike,5,,256.5,,M,9,5252,0
9399,Secunderabad,Bike,7,,400.5,4.0,F,10,1548,0
6324,Hitech City,Bike,3,1.0,349.5,3.0,F,7,4874,0
3448,Khairtabad,Bike,4,2.0,241.5,3.0,F,4,5947,0
5400,Hitech City,Bike,5,1.0,394.5,3.0,M,6,4505,1
9647,Masab Tank,Bike,3,5.0,297.0,4.0,F,10,4829,0
9862,Khairtabad,Auto,4,,408.0,2.0,M,1,5703,1
4029,Secunderabad,Bike,4,1.0,391.5,3.0,M,7,4314,1
6958,Khairtabad,Bike,5,2.0,369.0,3.0,M,2,4054,1
7550,Hitech City,Auto,3,2.0,225.0,3.0,M,2,5502,0
3883,Gachibowli,Bike,5,3.0,423.0,,M,5,4644,1
1087,Gachibowli,Car,4,2.0,264.0,3.0,M,23,1909,1
10524,Hitech City,Car,4,,357.0,4.0,M,1,5702,1
2361,Secunderabad,Bike,6,4.0,313.5,,F,53,3169,1
1514,Hitech City,Auto,3,5.0,195.0,5.0,F,27,1891,1
10607,Masab Tank,Bike,4,4.0,313.5,,F,5,5979,0
123,Secunderabad,Car,4,2.0,240.0,3.0,M,64,1714,1
9563,Masab Tank,Bike,4,4.0,355.5,3.0,M,2,4760,0
10874,Hitech City,Bike,5,1.0,285.0,2.0,M,9,5226,0
9522,Hitech City,Bike,5,,351.0,6.0,F,8,5003,0
7532,Hitech City,Auto,4,4.0,222.0,2.0,M,4,5437,0
3093,Secunderabad,Bike,3,,357.0,6.0,F,59,3375,1
6788,Hitech City,Bike,4,4.0,370.5,3.0,F,2,5324,1
570,Hitech City,Bike,4,,397.5,2.0,F,18,2969,1
4694,Hitech City,Bike,3,3.0,373.5,2.0,F,2,5078,0
3773,Masab Tank,Bike,3,5.0,234.0,8.0,F,9,4733,1
3099,Secunderabad,Bike,5,,235.5,4.0,M,58,1252,1
1504,Khairtabad,Auto,5,2.0,300.0,2.0,F,2,2075,1
8133,Secunderabad,Bike,4,4.0,370.5,2.0,M,9,5095,0
5398,Khairtabad,Bike,5,3.0,303.0,4.0,M,6,5107,0
3879,Secunderabad,Bike,5,2.0,307.5,4.0,M,6,5486,0
5098,Khairtabad,Bike,5,4.0,303.0,5.0,F,6,5230,1
3965,Masab Tank,Car,3,,390.0,2.0,F,6,4332,0
935,Masab Tank,Car,5,1.0,379.5,6.0,M,12,2486,1
2990,Hitech City,Car,5,1.0,309.0,4.0,M,62,1137,1
2342,Hitech City,Auto,3,5.0,279.0,2.0,F,39,2197,1
6515,Masab Tank,Bike,4,,369.0,6.0,F,6,1335,1
2481,Secunderabad,Auto,5,5.0,313.5,3.0,M,49,3893,1
3484,Khairtabad,Bike,4,,409.5,3.0,F,5,5323,0
9083,Masab Tank,Bike,5,,250.5,3.0,M,9,4319,1
1638,Hitech City,Car,5,4.0,210.0,,F,5,1130,1
7651,Gachibowli,Car,6,4.0,301.5,4.0,F,8,5355,1
8683,Gachibowli,Bike,3,4.0,321.0,3.0,F,1,5722,0
1525,Gachibowli,Bike,3,1.0,373.5,3.0,F,43,3277,1
3036,Hitech City,Bike,5,,276.0,2.0,M,27,3276,1
2650,Khairtabad,Bike,2,1.0,288.0,3.0,M,46,3206,1
4193,Masab Tank,Bike,4,,166.5,4.0,M,10,4711,0
944,Hitech City,Car,4,,279.0,,M,45,3722,1
5883,Secunderabad,Car,3,5.0,369.0,3.0,F,2,5556,1
7465,Gachibowli,Bike,6,,435.0,4.0,M,6,1929,0
3053,Masab Tank,Bike,5,4.0,252.0,,M,34,1779,1
4292,Hitech City,Bike,4,,373.5,10.0,M,7,5580,1
7622,Hitech City,Bike,3,,217.5,,M,4,5801,0
6391,Gachibowli,Bike,4,5.0,328.5,2.0,M,4,4069,1
5674,Khairtabad,Bike,3,1.0,262.5,3.0,F,9,5797,0
2722,Khairtabad,Car,4,4.0,357.0,3.0,F,13,2042,1
9957,Secunderabad,Bike,5,2.0,403.5,5.0,F,10,1113,1
4553,Masab Tank,Bike,7,5.0,409.5,4.0,F,7,1364,0
1672,Khairtabad,Bike,3,,288.0,3.0,F,19,3183,1
4677,Secunderabad,Bike,3,5.0,324.0,3.0,F,2,4242,0
5450,Hitech City,Bike,5,3.0,253.5,4.0,F,4,5683,0
78,Hitech City,Bike,3,3.0,169.5,3.0,F,43,1518,1
10806,Hitech City,Car,5,5.0,403.5,,F,3,1120,0
7730,Hitech City,Bike,7,4.0,436.5,4.0,M,1,1817,1
7254,Hitech City,Car,3,4.0,252.0,,M,5,5183,0
9249,Secunderabad,Bike,4,2.0,346.5,4.0,M,9,5194,0
9715,Gachibowli,Car,3,,405.0,6.0,F,7,4098,1
3394,Khairtabad,Bike,4,2.0,412.5,6.0,M,2,1712,1
6808,Khairtabad,Bike,3,3.0,226.5,6.0,F,6,4279,0
2950,Khairtabad,Bike,3,5.0,310.5,4.0,F,45,3770,1
2776,Khairtabad,Bike,4,1.0,267.0,3.0,M,19,1906,1
4352,Hitech City,Bike,3,4.0,330.0,3.0,F,5,5078,0
8293,Gachibowli,Bike,4,,390.0,2.0,M,6,4474,0
1483,Gachibowli,Car,5,2.0,396.0,5.0,F,27,3118,1
4611,Secunderabad,Bike,3,3.0,228.0,,M,6,5749,1
539,Masab Tank,Car,3,3.0,310.5,6.0,F,24,3702,1
6266,Hitech City,Bike,4,4.0,325.5,,M,9,1974,0
4536,Hitech City,Auto,5,,297.0,3.0,F,6,5061,1
4555,Gachibowli,Bike,6,,412.5,4.0,F,4,1192,1
5184,Hitech City,Car,2,,225.0,3.0,F,6,5854,1
9671,Masab Tank,Bike,4,2.0,387.0,5.0,M,1,1920,0
5483,Masab Tank,Auto,5,4.0,325.5,2.0,M,4,4380,1
9045,Secunderabad,Auto,5,1.0,258.0,2.0,F,3,4892,0
2444,Hitech City,Car,2,5.0,174.0,,F,3,1688,1
567,Secunderabad,Bike,3,1.0,244.5,4.0,F,20,1940,1
8723,Masab Tank,Bike,3,4.0,265.5,3.0,F,1,4965,0
10851,Secunderabad,Bike,4,,303.0,3.0,M,7,4788,0
7149,Secunderabad,Bike,6,2.0,370.5,4.0,M,8,1941,0
4542,Hitech City,Bike,6,2.0,370.5,4.0,F,3,1752,0
1588,Khairtabad,Bike,2,4.0,243.0,3.0,F,34,1558,1
8627,Masab Tank,Auto,7,3.0,460.5,4.0,M,1,1793,1
3382,Khairtabad,Bike,3,,316.5,6.0,F,2,4417,0
3859,Gachibowli,Bike,3,3.0,238.5,4.0,M,9,4214,0
3672,Hitech City,Bike,4,4.0,367.5,4.0,M,4,5203,1
4015,Gachibowli,Bike,4,1.0,351.0,3.0,F,8,4996,0
4899,Secunderabad,Bike,4,5.0,238.5,5.0,F,7,4063,0
3845,Masab Tank,Auto,3,2.0,244.5,3.0,M,6,4323,0
7352,Hitech City,Bike,3,2.0,231.0,3.0,F,6,5540,1
6941,Masab Tank,Bike,3,5.0,414.0,5.0,F,10,5302,1
7631,Masab Tank,Bike,4,2.0,390.0,2.0,M,7,5684,0
1555,Gachibowli,Bike,4,,349.5,5.0,F,44,2648,1
2075,Masab Tank,Bike,3,4.0,262.5,,F,2,1072,1
9699,Secunderabad,Bike,4,2.0,346.5,5.0,F,2,1465,1
3848,Hitech City,Auto,4,3.0,309.0,4.0,M,1,4596,1
2271,Secunderabad,Bike,4,2.0,376.5,3.0,F,10,3517,1
10104,Hitech City,Bike,4,3.0,318.0,2.0,M,8,5513,0
