ID,Location,Mode_of_delivery,Calls_to_customer_care,Rating_of_customer,Cost_of_food,Prior_purchases,Gender_of_customer,Discount_offered,Weight_of_food_in_gms,Reached_on_time
3599,Masab Tank,Bike,3,4.0,274.5,2.0,M,3,4179,1
3602,Hitech City,Bike,3,,214.5,4.0,F,7,4486,0
3603,Secunderabad,Bike,3,2.0,223.5,3.0,F,7,4049,1
3604,Khairtabad,Bike,4,2.0,412.5,6.0,M,9,1890,0
3605,Masab Tank,Bike,7,4.0,423.0,,M,5,1149,0
3607,Gachibowli,Bike,4,5.0,366.0,3.0,M,6,1360,1
3608,Hitech City,Bike,5,5.0,387.0,4.0,M,7,5478,0
3610,Khairtabad,Bike,4,2.0,292.5,5.0,M,9,5178,1
3613,Gachibowli,Bike,4,1.0,372.0,2.0,M,4,5783,0
3614,Hitech City,Bike,4,,411.0,2.0,F,2,4492,1
3615,Secunderabad,Bike,3,3.0,304.5,,M,1,5244,0
3621,Secunderabad,Bike,3,,237.0,,M,10,4061,1
3625,Gachibowli,Bike,2,5.0,349.5,3.0,M,10,5211,1
3628,Khairtabad,Bike,5,3.0,295.5,,F,6,4184,0
3638,Hitech City,Bike,5,5.0,204.0,,M,4,4218,1
3640,Khairtabad,Bike,5,2.0,388.5,2.0,M,1,4607,0
3641,Masab Tank,Bike,3,2.0,238.5,,M,4,5577,1
3642,Hitech City,Bike,5,1.0,243.0,,M,5,4064,1
3643,Gachibowli,Bike,4,4.0,307.5,4.0,F,6,5064,0
3646,Khairtabad,Bike,3,1.0,366.0,3.0,F,1,5695,1
3648,Hitech City,Bike,4,2.0,220.5,3.0,F,5,5174,0
3649,Gachibowli,Bike,3,2.0,367.5,,F,4,4514,1
3656,Hitech City,Bike,4,1.0,286.5,3.0,F,6,5335,1
3658,Khairtabad,Bike,3,,397.5,6.0,M,9,5936,0
3659,Masab Tank,Bike,3,,364.5,3.0,F,8,4093,0
3661,Gachibowli,Bike,5,3.0,373.5,2.0,M,3,4440,0
3663,Secunderabad,Bike,4,3.0,408.0,2.0,F,5,4681,1
3679,Gachibowli,Car,3,3.0,237.0,3.0,F,2,5205,1
3685,Gachibowli,Car,4,3.0,387.0,2.0,F,2,4308,0
3689,Masab Tank,Car,3,3.0,252.0,2.0,F,9,4608,0
3692,Hitech City,Car,3,5.0,408.0,2.0,M,3,5638,1
3694,Khairtabad,Car,5,5.0,252.0,3.0,M,6,4096,0
3698,Hitech City,Auto,5,,316.5,2.0,M,1,5913,1
3703,Gachibowli,Auto,5,3.0,226.5,2.0,M,8,4749,0
3704,Hitech City,Auto,6,3.0,337.5,4.0,M,5,4184,1
3708,Hitech City,Auto,5,,213.0,2.0,M,7,5341,0
3712,Khairtabad,Auto,3,5.0,210.0,5.0,M,7,4370,1
3716,Hitech City,Auto,5,,247.5,2.0,M,3,4005,1
3717,Secunderabad,Bike,5,1.0,295.5,4.0,F,2,5594,1
3722,Hitech City,Bike,5,2.0,345.0,4.0,F,4,4782,1
3723,Secunderabad,Bike,4,2.0,261.0,3.0,F,10,4318,0
3726,Hitech City,Bike,5,1.0,309.0,5.0,M,2,5766,0
3731,Masab Tank,Bike,3,3.0,172.5,,F,6,5636,0
3737,Masab Tank,Bike,4,4.0,234.0,2.0,M,7,5017,0
3738,Hitech City,Bike,4,4.0,238.5,3.0,M,3,5545,0
3750,Hitech City,Bike,4,4.0,409.5,2.0,M,9,5151,0
3752,Hitech City,Bike,3,2.0,292.5,2.0,M,8,4365,0
3755,Masab Tank,Bike,5,,166.5,4.0,F,2,5978,1
3758,Hitech City,Bike,4,5.0,282.0,5.0,F,1,5999,1
3759,Secunderabad,Bike,6,3.0,346.5,,F,7,4553,1
3770,Hitech City,Bike,3,,294.0,3.0,M,8,4516,0
3772,Khairtabad,Bike,2,2.0,304.5,4.0,M,10,5764,0
3788,Hitech City,Bike,3,4.0,367.5,4.0,M,9,4139,0
3789,Secunderabad,Bike,3,3.0,244.5,3.0,M,5,5638,0
3796,Khairtabad,Bike,3,5.0,378.0,3.0,F,4,4248,0
3803,Masab Tank,Bike,4,1.0,360.0,,F,7,5905,1
3804,Hitech City,Bike,3,4.0,294.0,3.0,M,8,5204,0
3805,Gachibowli,Bike,3,3.0,235.5,3.0,M,9,5807,1
3806,Hitech City,Bike,2,1.0,304.5,4.0,F,4,4145,0
3809,Masab Tank,Bike,4,,306.0,2.0,M,7,5795,0
3817,Gachibowli,Car,4,4.0,235.5,2.0,M,8,5398,0
3822,Hitech City,Car,3,4.0,367.5,4.0,M,4,5186,1
3829,Gachibowli,Car,4,2.0,246.0,2.0,F,7,1116,0
3832,Khairtabad,Auto,6,,201.0,3.0,M,10,1278,1
3838,Khairtabad,Auto,6,,318.0,2.0,F,5,4804,1
3846,Hitech City,Auto,5,2.0,394.5,3.0,M,9,4699,1
3847,Gachibowli,Auto,3,4.0,234.0,3.0,M,7,4636,0
3860,Hitech City,Bike,5,2.0,373.5,3.0,M,6,5212,0
3863,Masab Tank,Bike,5,1.0,228.0,3.0,F,6,4735,0
3867,Secunderabad,Bike,2,,235.5,2.0,M,9,5875,0
3874,Khairtabad,Bike,4,,324.0,,M,1,5167,1
3881,Masab Tank,Bike,3,2.0,390.0,4.0,F,3,4423,0
3889,Gachibowli,Bike,5,,355.5,2.0,M,3,5113,0
3896,Hitech City,Bike,5,5.0,394.5,2.0,M,8,4350,0
3899,Masab Tank,Bike,4,4.0,232.5,2.0,F,9,4932,1
3900,Hitech City,Bike,4,5.0,261.0,2.0,M,10,5764,0
3908,Hitech City,Bike,3,1.0,343.5,3.0,M,5,4971,1
3911,Masab Tank,Bike,4,5.0,369.0,3.0,F,7,4956,0
3914,Hitech City,Bike,3,3.0,318.0,3.0,F,10,5935,0
3916,Khairtabad,Bike,3,4.0,375.0,3.0,M,10,5688,0
3921,Secunderabad,Bike,2,1.0,252.0,3.0,F,7,4008,0
3925,Gachibowli,Bike,5,,271.5,2.0,F,4,5578,1
3928,Khairtabad,Bike,3,,340.5,3.0,M,10,4305,1
3932,Hitech City,Bike,2,4.0,280.5,6.0,F,9,4388,0
3934,Khairtabad,Bike,6,3.0,420.0,3.0,M,7,4620,1
3935,Masab Tank,Bike,6,5.0,267.0,3.0,F,5,4096,0
3939,Secunderabad,Bike,3,5.0,388.5,3.0,F,10,5978,0
3942,Hitech City,Bike,3,5.0,406.5,4.0,M,1,5852,1
3949,Gachibowli,Car,4,,387.0,3.0,M,2,4188,0
3953,Masab Tank,Car,3,,381.0,4.0,M,9,4571,0
3960,Hitech City,Car,5,,384.0,,M,6,5604,1
3962,Hitech City,Car,5,,298.5,,M,7,4660,1
3963,Secunderabad,Car,3,4.0,279.0,3.0,M,7,4536,0
3964,Khairtabad,Car,4,5.0,319.5,3.0,F,7,4114,0
3974,Hitech City,Auto,5,2.0,247.5,2.0,F,6,4819,1
3975,Secunderabad,Auto,4,1.0,225.0,3.0,F,10,4470,0
3984,Hitech City,Auto,4,4.0,394.5,2.0,M,2,5797,1
3987,Secunderabad,Auto,3,,340.5,2.0,M,9,4659,0
3990,Hitech City,Auto,3,4.0,318.0,3.0,F,8,5214,0
3993,Secunderabad,Bike,5,4.0,267.0,5.0,F,9,4729,1
3995,Masab Tank,Bike,3,3.0,379.5,4.0,F,9,4682,1
3998,Hitech City,Bike,3,4.0,259.5,2.0,M,5,4402,0
4002,Hitech City,Bike,2,3.0,307.5,3.0,M,1,5137,0
4003,Gachibowli,Bike,4,1.0,303.0,3.0,M,4,4029,0
4009,Gachibowli,Bike,5,4.0,180.0,4.0,M,1,4183,0
4010,Hitech City,Bike,5,1.0,277.5,2.0,F,10,5973,1
4012,Khairtabad,Bike,2,4.0,357.0,3.0,M,4,5782,1
4013,Masab Tank,Bike,4,2.0,268.5,3.0,M,3,5284,0
4016,Hitech City,Bike,2,5.0,174.0,3.0,F,1,4091,1
4019,Masab Tank,Bike,3,5.0,240.0,3.0,F,1,5062,0
4021,Gachibowli,Bike,2,,381.0,3.0,M,6,5684,0
4023,Secunderabad,Bike,5,5.0,291.0,4.0,F,4,4003,0
4026,Hitech City,Bike,3,3.0,360.0,,F,4,5056,1
4027,Gachibowli,Bike,2,,249.0,3.0,F,8,4255,1
4031,Masab Tank,Bike,3,,231.0,2.0,M,4,5864,0
4034,Hitech City,Bike,3,5.0,253.5,3.0,F,6,5397,0
4037,Masab Tank,Bike,5,4.0,390.0,6.0,M,8,5440,1
4051,Gachibowli,Bike,3,,343.5,7.0,F,4,5075,1
4052,Hitech City,Bike,6,3.0,216.0,,F,8,5646,1
4055,Masab Tank,Bike,3,3.0,273.0,4.0,M,7,1869,1
4060,Khairtabad,Bike,4,3.0,391.5,,M,1,4590,0
4063,Gachibowli,Bike,6,,147.0,,F,8,4651,1
4066,Khairtabad,Bike,5,4.0,340.5,,M,10,4734,0
4068,Hitech City,Bike,5,,390.0,6.0,F,10,4986,0
4070,Hitech City,Bike,2,1.0,406.5,8.0,F,5,4924,0
4071,Secunderabad,Bike,4,,193.5,,F,7,4873,1
4075,Gachibowli,Bike,3,,277.5,3.0,M,4,4111,1
4078,Khairtabad,Bike,4,5.0,349.5,,F,6,4705,1
4080,Hitech City,Bike,5,4.0,240.0,3.0,M,2,5876,0
4084,Khairtabad,Car,3,4.0,258.0,10.0,M,9,4883,0
4088,Hitech City,Car,3,5.0,402.0,2.0,M,5,1707,0
4091,Masab Tank,Car,3,4.0,282.0,4.0,M,2,1059,1
4095,Secunderabad,Car,6,1.0,288.0,6.0,M,7,4014,1
4099,Gachibowli,Car,3,2.0,375.0,3.0,F,4,5361,0
4101,Secunderabad,Car,2,1.0,226.5,3.0,F,5,5982,1
4106,Hitech City,Auto,3,2.0,409.5,3.0,F,2,4948,0
4107,Secunderabad,Auto,6,1.0,411.0,5.0,F,8,4292,1
4111,Gachibowli,Auto,3,2.0,360.0,,M,2,4804,0
4112,Hitech City,Auto,3,5.0,159.0,2.0,F,3,5615,0
4115,Masab Tank,Auto,2,1.0,234.0,3.0,M,3,5937,0
4117,Gachibowli,Auto,3,4.0,388.5,4.0,F,5,4564,1
4118,Hitech City,Auto,4,,337.5,,M,10,4486,0
4120,Khairtabad,Auto,5,2.0,340.5,,M,2,4058,1
4123,Gachibowli,Auto,4,1.0,327.0,2.0,M,7,4597,0
4127,Masab Tank,Auto,4,3.0,373.5,3.0,M,5,5017,1
4133,Masab Tank,Bike,4,5.0,247.5,3.0,M,5,4735,0
4139,Masab Tank,Bike,3,4.0,244.5,2.0,F,7,5720,0
4143,Secunderabad,Bike,3,1.0,223.5,2.0,F,7,4147,1
4154,Hitech City,Bike,3,4.0,201.0,3.0,F,9,4436,0
4155,Secunderabad,Bike,5,2.0,387.0,2.0,F,4,5965,0
4156,Khairtabad,Bike,5,3.0,282.0,2.0,M,6,4840,0
4164,Hitech City,Bike,2,5.0,331.5,3.0,M,2,5847,0
4166,Hitech City,Bike,4,3.0,333.0,3.0,F,8,4861,0
4167,Secunderabad,Bike,5,2.0,268.5,3.0,M,7,5496,0
4169,Masab Tank,Bike,3,5.0,342.0,,M,6,5893,0
4172,Hitech City,Bike,3,,238.5,2.0,F,3,4876,0
4176,Hitech City,Bike,3,2.0,268.5,2.0,F,8,5589,0
4178,Hitech City,Bike,4,5.0,223.5,3.0,M,9,4953,1
4183,Gachibowli,Bike,6,4.0,414.0,6.0,F,8,5037,0
4192,Khairtabad,Bike,3,3.0,408.0,3.0,M,2,4059,1
4197,Secunderabad,Bike,4,3.0,324.0,2.0,F,6,4005,0
4199,Masab Tank,Bike,4,3.0,300.0,4.0,F,7,4953,1
4201,Gachibowli,Bike,4,,330.0,,M,3,5020,0
4210,Khairtabad,Bike,5,4.0,378.0,3.0,M,6,5221,0
4212,Hitech City,Bike,4,3.0,216.0,2.0,F,5,4882,0
4216,Khairtabad,Bike,3,,387.0,3.0,F,2,5828,1
4217,Masab Tank,Bike,3,5.0,291.0,4.0,M,1,5534,0
4220,Hitech City,Bike,5,4.0,396.0,3.0,M,2,5716,0
4223,Masab Tank,Car,5,4.0,252.0,4.0,M,5,5580,0
4229,Masab Tank,Car,6,5.0,330.0,3.0,M,1,5508,0
4231,Gachibowli,Car,3,2.0,393.0,,M,2,5910,1
4232,Hitech City,Car,4,,291.0,,F,1,5300,1
4233,Secunderabad,Car,3,,348.0,2.0,M,10,4719,0
4234,Khairtabad,Car,4,5.0,388.5,3.0,M,3,4741,1
4243,Gachibowli,Auto,5,,429.0,5.0,F,3,5208,0
4245,Secunderabad,Auto,3,3.0,306.0,3.0,M,6,5296,1
4246,Khairtabad,Auto,3,1.0,286.5,3.0,M,1,4705,0
4250,Hitech City,Auto,4,3.0,364.5,,F,6,5892,0
4253,Masab Tank,Auto,4,3.0,373.5,4.0,M,10,4933,0
4261,Gachibowli,Auto,4,,304.5,3.0,F,4,5699,0
4265,Masab Tank,Bike,5,4.0,267.0,6.0,M,10,5197,0
4267,Gachibowli,Bike,3,2.0,253.5,3.0,F,3,5673,0
4269,Secunderabad,Bike,4,,301.5,2.0,F,8,5790,0
4277,Masab Tank,Bike,4,,262.5,4.0,F,4,5685,0
4278,Hitech City,Bike,4,1.0,244.5,2.0,F,3,4099,1
4280,Hitech City,Bike,4,3.0,286.5,3.0,M,1,4219,0
4294,Khairtabad,Bike,4,2.0,387.0,3.0,M,10,4643,1
4296,Hitech City,Bike,6,5.0,277.5,3.0,F,1,5399,1
4300,Khairtabad,Bike,3,3.0,321.0,3.0,F,9,5856,0
4307,Masab Tank,Bike,4,3.0,286.5,3.0,F,6,4563,0
4308,Hitech City,Bike,4,5.0,202.5,3.0,F,6,5266,1
4312,Khairtabad,Bike,5,,247.5,4.0,M,7,5091,1
4315,Gachibowli,Bike,2,1.0,220.5,3.0,M,3,4120,1
4328,Hitech City,Bike,5,3.0,156.0,4.0,M,3,4885,1
4329,Secunderabad,Bike,3,4.0,319.5,2.0,F,6,5374,1
4341,Secunderabad,Bike,5,3.0,333.0,3.0,F,6,4744,1
4342,Khairtabad,Bike,5,3.0,390.0,2.0,M,10,5633,0
4350,Hitech City,Bike,5,4.0,355.5,3.0,M,9,5401,0
4351,Gachibowli,Bike,2,,316.5,4.0,M,1,5673,0
4353,Secunderabad,Bike,5,1.0,201.0,2.0,M,8,5646,0
4360,Khairtabad,Car,5,1.0,354.0,2.0,F,2,4987,1
4367,Masab Tank,Car,2,5.0,324.0,3.0,F,2,5098,0
4376,Hitech City,Car,3,5.0,292.5,3.0,F,10,5585,0
4379,Masab Tank,Car,4,2.0,381.0,4.0,F,4,5137,1
4383,Secunderabad,Auto,2,2.0,306.0,4.0,M,5,5382,0
4386,Hitech City,Auto,3,,235.5,4.0,M,7,5974,1
4388,Hitech City,Auto,5,2.0,247.5,3.0,F,10,5598,0
4394,Hitech City,Auto,3,4.0,405.0,2.0,M,4,4681,0
4396,Khairtabad,Auto,4,3.0,223.5,3.0,F,3,4781,1
4398,Hitech City,Auto,5,2.0,214.5,,F,10,5400,0
4400,Hitech City,Auto,4,4.0,247.5,,F,5,4640,1
4411,Gachibowli,Bike,3,5.0,295.5,3.0,F,2,4018,1
4418,Hitech City,Bike,3,2.0,310.5,2.0,M,9,4671,0
4420,Khairtabad,Bike,2,,358.5,3.0,M,1,5910,0
4422,Hitech City,Bike,4,1.0,238.5,4.0,M,5,5420,1
4440,Hitech City,Bike,4,4.0,199.5,2.0,F,10,4768,1
4443,Secunderabad,Bike,4,5.0,246.0,,F,9,5453,0
4445,Masab Tank,Bike,2,2.0,225.0,2.0,F,9,4917,1
4449,Secunderabad,Bike,5,1.0,369.0,2.0,F,4,5461,0
4451,Masab Tank,Bike,4,,264.0,6.0,M,5,4494,1
4455,Secunderabad,Bike,3,1.0,256.5,2.0,F,7,4010,1
4456,Khairtabad,Bike,5,,336.0,2.0,M,4,5063,0
4459,Gachibowli,Bike,4,4.0,391.5,6.0,F,10,4596,1
4460,Hitech City,Bike,4,,343.5,3.0,F,3,5027,0
4461,Secunderabad,Bike,4,,321.0,3.0,M,6,5646,0
4468,Khairtabad,Bike,2,3.0,264.0,3.0,F,6,5006,0
4476,Hitech City,Bike,2,2.0,417.0,2.0,F,9,4318,0
4477,Gachibowli,Bike,3,3.0,295.5,2.0,M,10,5255,0
4482,Hitech City,Bike,5,2.0,223.5,2.0,F,8,5396,0
4494,Hitech City,Bike,5,2.0,328.5,4.0,F,7,4787,1
4496,Hitech City,Car,5,5.0,198.0,,M,5,4195,1
4501,Gachibowli,Car,2,,255.0,5.0,F,10,5621,1
4502,Hitech City,Car,4,2.0,259.5,2.0,M,2,5327,0
4504,Khairtabad,Car,3,5.0,261.0,6.0,F,7,4608,0
4508,Hitech City,Car,6,1.0,261.0,,F,1,5784,1
4514,Hitech City,Car,4,,295.5,5.0,M,8,4793,0
4521,Secunderabad,Auto,4,4.0,334.5,4.0,M,3,5613,0
4524,Hitech City,Auto,3,1.0,255.0,,M,3,4454,1
4530,Hitech City,Auto,4,,213.0,10.0,F,5,4147,1
4533,Secunderabad,Auto,4,5.0,210.0,3.0,F,7,5383,0
4541,Masab Tank,Bike,3,2.0,382.5,7.0,F,3,5936,0
4551,Secunderabad,Bike,4,,223.5,3.0,F,1,1448,1
4558,Khairtabad,Bike,6,2.0,384.0,5.0,F,2,1449,1
4571,Masab Tank,Bike,3,5.0,201.0,2.0,F,4,5291,0
4585,Gachibowli,Bike,3,1.0,234.0,,M,9,4278,0
4602,Hitech City,Bike,4,2.0,343.5,2.0,M,9,5026,0
4603,Gachibowli,Bike,3,3.0,349.5,3.0,F,5,4976,1
4612,Khairtabad,Bike,3,4.0,328.5,2.0,M,7,4883,1
4614,Hitech City,Bike,3,,213.0,2.0,M,7,4082,0
4616,Hitech City,Bike,2,2.0,381.0,2.0,F,8,5827,0
4621,Gachibowli,Bike,3,3.0,253.5,3.0,F,9,4317,1
4634,Hitech City,Car,4,3.0,201.0,4.0,M,3,5233,0
4637,Masab Tank,Car,4,2.0,346.5,6.0,M,8,5227,0
4641,Secunderabad,Car,4,4.0,276.0,3.0,M,2,4639,0
4648,Khairtabad,Car,3,2.0,406.5,2.0,M,6,5280,1
4651,Gachibowli,Car,3,2.0,270.0,2.0,F,8,4408,0
4661,Masab Tank,Auto,4,4.0,358.5,2.0,M,4,4304,1
4682,Hitech City,Bike,5,4.0,208.5,2.0,F,2,4217,1
4692,Hitech City,Bike,4,1.0,216.0,4.0,M,8,4303,0
4693,Gachibowli,Bike,5,3.0,325.5,4.0,M,3,5718,1
4701,Secunderabad,Bike,3,,301.5,3.0,F,3,4556,1
4705,Gachibowli,Bike,5,3.0,244.5,,M,9,4419,1
4713,Secunderabad,Bike,4,1.0,226.5,6.0,M,7,4387,0
4721,Masab Tank,Bike,4,,228.0,2.0,M,7,5026,0
4725,Secunderabad,Bike,5,3.0,298.5,4.0,F,8,5362,0
4726,Khairtabad,Bike,4,1.0,291.0,3.0,F,6,5282,0
4734,Hitech City,Bike,3,5.0,397.5,3.0,F,8,5980,0
4736,Hitech City,Bike,3,4.0,316.5,3.0,M,8,5191,1
4738,Khairtabad,Bike,4,1.0,282.0,2.0,M,6,5894,1
4744,Khairtabad,Bike,3,1.0,316.5,3.0,F,7,5178,0
4745,Masab Tank,Bike,4,1.0,307.5,3.0,F,10,4923,0
4753,Gachibowli,Bike,3,4.0,408.0,,F,10,4070,0
4761,Secunderabad,Bike,6,5.0,435.0,,M,2,1867,1
4768,Khairtabad,Bike,4,1.0,291.0,3.0,F,9,5804,0
4769,Masab Tank,Car,4,5.0,409.5,2.0,F,9,5724,0
4770,Hitech City,Car,4,,388.5,2.0,F,8,4672,0
4771,Gachibowli,Car,4,5.0,270.0,3.0,F,1,5088,0
4781,Masab Tank,Car,3,5.0,366.0,,M,8,5715,1
4783,Gachibowli,Car,3,4.0,216.0,3.0,M,8,5867,1
4786,Khairtabad,Car,3,4.0,316.5,3.0,M,1,5144,0
4808,Hitech City,Auto,6,3.0,381.0,4.0,M,6,1335,0
4810,Khairtabad,Auto,2,5.0,297.0,2.0,M,4,1913,1
4811,Masab Tank,Auto,6,4.0,364.5,4.0,M,9,1353,1
4814,Hitech City,Bike,6,1.0,454.5,4.0,F,10,1003,0
4819,Gachibowli,Bike,4,3.0,390.0,,M,10,1832,1
4824,Hitech City,Bike,6,1.0,394.5,4.0,F,6,1153,0
4825,Gachibowli,Bike,5,1.0,427.5,4.0,F,10,1428,0
4829,Masab Tank,Bike,5,4.0,324.0,2.0,F,6,4535,0
4833,Secunderabad,Bike,4,5.0,210.0,3.0,F,8,4956,0
4837,Gachibowli,Bike,4,3.0,309.0,2.0,F,4,5194,1
4844,Hitech City,Bike,6,,426.0,,M,8,5346,1
4850,Hitech City,Bike,4,5.0,391.5,2.0,M,3,4119,0
4851,Secunderabad,Bike,5,3.0,225.0,3.0,M,10,4799,1
4853,Masab Tank,Bike,4,4.0,381.0,4.0,F,10,4827,0
4854,Hitech City,Bike,4,2.0,238.5,,M,5,4985,1
4856,Hitech City,Bike,3,1.0,255.0,2.0,M,9,4112,0
4857,Secunderabad,Bike,4,5.0,367.5,,F,7,4297,0
4858,Khairtabad,Bike,4,5.0,228.0,,M,5,5191,0
4861,Gachibowli,Bike,4,1.0,318.0,3.0,M,3,4896,0
4867,Gachibowli,Bike,4,3.0,237.0,5.0,F,7,4344,1
4869,Secunderabad,Bike,4,3.0,420.0,6.0,M,8,4525,0
4870,Khairtabad,Bike,3,2.0,396.0,3.0,F,8,5831,0
4873,Gachibowli,Bike,6,4.0,207.0,3.0,F,4,4225,0
4875,Secunderabad,Bike,4,,357.0,5.0,M,1,4753,0
4878,Hitech City,Bike,3,,247.5,3.0,F,4,5924,1
4884,Hitech City,Bike,2,1.0,207.0,,M,8,4932,1
4887,Secunderabad,Bike,4,2.0,240.0,,F,5,4343,0
4888,Khairtabad,Bike,5,,337.5,,M,1,4328,1
4889,Masab Tank,Bike,6,5.0,309.0,6.0,M,2,4014,1
4891,Gachibowli,Bike,3,4.0,348.0,,F,6,4050,0
4897,Gachibowli,Bike,3,1.0,396.0,4.0,M,10,4265,0
4898,Hitech City,Bike,5,3.0,316.5,3.0,F,5,5087,0
4900,Khairtabad,Bike,5,,249.0,2.0,F,2,4562,1
4903,Gachibowli,Bike,5,,382.5,3.0,M,6,4044,1
4908,Hitech City,Car,3,4.0,300.0,2.0,F,6,4751,1
4917,Secunderabad,Car,3,,232.5,2.0,M,7,4221,1
4921,Gachibowli,Car,4,3.0,312.0,3.0,F,3,4837,1
4923,Secunderabad,Car,3,,313.5,2.0,F,1,5779,1
4926,Hitech City,Car,4,4.0,384.0,3.0,M,8,4398,0
4927,Gachibowli,Car,4,5.0,238.5,4.0,F,4,4816,0
4933,Gachibowli,Auto,5,1.0,399.0,3.0,M,10,5858,0
4937,Masab Tank,Auto,5,,297.0,3.0,F,7,5768,1
4939,Gachibowli,Auto,4,4.0,277.5,3.0,F,6,4238,1
4942,Khairtabad,Auto,5,,412.5,5.0,F,9,5168,1
4946,Hitech City,Auto,5,1.0,360.0,3.0,M,10,5277,0
4949,Masab Tank,Auto,5,4.0,412.5,4.0,F,7,4597,0
4959,Secunderabad,Bike,5,4.0,375.0,6.0,F,1,4343,0
4964,Hitech City,Bike,5,1.0,246.0,3.0,M,7,4540,1
4968,Hitech City,Bike,3,1.0,402.0,3.0,M,2,4746,1
4970,Hitech City,Bike,4,3.0,412.5,3.0,F,3,4824,0
4971,Secunderabad,Bike,5,5.0,349.5,3.0,M,5,5330,0
4974,Hitech City,Bike,3,2.0,201.0,3.0,F,3,5232,0
4984,Khairtabad,Bike,4,3.0,394.5,3.0,M,4,4150,1
4995,Secunderabad,Bike,3,,403.5,3.0,F,6,4260,1
4997,Masab Tank,Bike,5,2.0,349.5,3.0,M,7,5323,1
4999,Gachibowli,Bike,3,3.0,358.5,6.0,M,7,4501,1
5004,Hitech City,Bike,4,5.0,381.0,10.0,M,7,5524,1
5009,Masab Tank,Bike,3,2.0,393.0,7.0,M,5,5985,1
5012,Hitech City,Bike,6,2.0,228.0,2.0,M,6,1711,0
5013,Secunderabad,Bike,7,,417.0,4.0,F,8,1909,1
5016,Hitech City,Bike,2,,226.5,4.0,F,3,1353,1
5023,Gachibowli,Bike,6,,412.5,4.0,F,3,1182,0
5026,Khairtabad,Bike,6,5.0,438.0,4.0,M,4,1762,1
5030,Hitech City,Bike,6,5.0,441.0,4.0,F,2,1273,1
5034,Hitech City,Bike,6,5.0,414.0,4.0,F,6,1005,1
5036,Hitech City,Bike,4,5.0,201.0,3.0,F,1,1008,0
5048,Hitech City,Car,4,4.0,399.0,3.0,M,4,5905,0
5066,Hitech City,Auto,5,,228.0,4.0,M,6,5596,0
5071,Gachibowli,Auto,5,,385.5,,M,7,4133,0
5078,Hitech City,Auto,3,,300.0,4.0,F,4,4918,0
5085,Secunderabad,Auto,4,5.0,199.5,3.0,M,4,5180,1
5086,Khairtabad,Auto,4,3.0,207.0,3.0,F,2,5593,0
5091,Secunderabad,Bike,4,4.0,252.0,3.0,M,6,5488,1
5102,Hitech City,Bike,4,,408.0,3.0,F,4,5654,0
5109,Secunderabad,Bike,4,3.0,204.0,3.0,M,10,4299,1
5113,Gachibowli,Bike,4,3.0,294.0,2.0,F,4,4203,1
5115,Secunderabad,Bike,5,3.0,295.5,3.0,F,2,4678,1
5116,Khairtabad,Bike,3,2.0,310.5,3.0,F,1,4369,0
5123,Masab Tank,Bike,4,5.0,264.0,4.0,M,6,5061,0
5125,Gachibowli,Bike,3,,231.0,,F,1,5746,1
5130,Hitech City,Bike,2,,162.0,,M,4,5924,1
5141,Masab Tank,Bike,4,,346.5,4.0,M,9,5528,0
5143,Gachibowli,Bike,4,1.0,228.0,3.0,M,10,5974,0
5145,Secunderabad,Bike,2,3.0,411.0,4.0,F,10,4798,1
5150,Hitech City,Bike,3,,325.5,4.0,F,1,5761,1
5153,Masab Tank,Bike,3,,201.0,3.0,M,10,4200,0
5160,Hitech City,Bike,5,2.0,294.0,5.0,M,10,5111,0
5177,Masab Tank,Bike,5,4.0,361.5,,M,6,4412,1
5186,Hitech City,Car,5,4.0,258.0,,F,3,5064,1
5190,Hitech City,Car,5,1.0,256.5,5.0,F,8,4699,0
5191,Gachibowli,Car,4,,346.5,2.0,F,4,5825,0
5192,Hitech City,Car,5,5.0,280.5,4.0,F,9,5326,0
5194,Khairtabad,Car,4,,402.0,6.0,F,3,4834,0
5200,Khairtabad,Car,5,4.0,373.5,3.0,F,2,4397,1
5208,Hitech City,Auto,5,3.0,201.0,3.0,M,8,5016,0
5221,Gachibowli,Auto,6,3.0,438.0,4.0,F,10,1270,0
5232,Hitech City,Bike,3,4.0,426.0,10.0,M,5,5479,0
5241,Secunderabad,Bike,5,3.0,372.0,3.0,M,10,5567,1
5245,Gachibowli,Bike,4,2.0,276.0,3.0,M,10,4931,0
5258,Hitech City,Bike,6,1.0,412.5,4.0,F,5,1228,0
5260,Khairtabad,Bike,7,5.0,421.5,4.0,M,8,1987,1
5263,Gachibowli,Bike,6,4.0,427.5,4.0,M,6,1582,0
5265,Secunderabad,Bike,6,1.0,456.0,4.0,F,4,1236,1
5267,Masab Tank,Bike,6,2.0,456.0,5.0,M,6,1178,1
5268,Hitech City,Bike,6,2.0,451.5,5.0,M,3,1844,1
5275,Gachibowli,Bike,7,5.0,438.0,5.0,M,5,1932,1
5277,Secunderabad,Bike,6,,441.0,4.0,M,4,1302,0
5287,Gachibowli,Bike,3,5.0,327.0,2.0,M,4,5142,0
5295,Secunderabad,Bike,5,3.0,343.5,2.0,M,10,5149,0
5304,Hitech City,Bike,5,1.0,304.5,5.0,M,2,4845,0
5322,Hitech City,Car,3,4.0,409.5,3.0,M,3,5163,1
5326,Khairtabad,Car,4,2.0,378.0,6.0,M,2,5476,0
